"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"a [[highly]] watchable , giggly little [[story]] with a [[sweet]] edge to it .","a [[terribly]] watchable , giggly little [[novels]] with a [[tasty]] edge to it .",0.00035631656646728516,0.9992722868919373,1,0,1,107,"Successful"
"the most [[consistently]] [[funny]] of the austin [[powers]] [[films]] .","the most [[ever]] [[outlandish]] of the austin [[prerogatives]] [[cinematographer]] .",0.00019806623458862305,0.9904739260673523,1,0,1,118,"Successful"
"ana's [[journey]] is not a stereotypical one of self-discovery , as she's already [[comfortable]] enough in her [[own]] skin to be proud of her rubenesque physique . . .","ana's [[touring]] is not a stereotypical one of self-discovery , as she's already [[squeamish]] enough in her [[possessed]] skin to be proud of her rubenesque physique . . .",0.0002778172492980957,0.8412156105041504,1,0,1,75,"Successful"
"cockettes has the [[glorious]] , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .","cockettes has the [[lustrous]] , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .",0.002289891242980957,0.9250027537345886,1,0,1,51,"Successful"
"there's something [[poignant]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .","there's something [[agonizing]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .",0.0002308487892150879,0.963650107383728,1,0,1,43,"Successful"
"the [[comedy]] [[makes]] social commentary more palatable .","the [[pretension]] [[paying]] social commentary more palatable .",0.0016390681266784668,0.9920063018798828,1,0,1,93,"Successful"
"an [[ideal]] love [[story]] for those intolerant of the more common saccharine genre .","an [[eyesight]] love [[conte]] for those intolerant of the more common saccharine genre .",0.00032138824462890625,0.7501747608184814,1,0,1,62,"Successful"
"one [[funny]] popcorn flick .","one [[outlandish]] popcorn flick .",0.0012326240539550781,0.9997915029525757,1,0,1,22,"Successful"
"this new zealand coming-of-age movie isn't really about anything . when it's this [[rich]] and luscious , who [[cares]] ?","this new zealand coming-of-age movie isn't really about anything . when it's this [[wealthier]] and luscious , who [[haha]] ?",0.0051247477531433105,0.7700430750846863,1,0,1,66,"Successful"
"tully is [[worth]] a look for its true-to-life characters , its [[sensitive]] acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .","tully is [[worthwhile]] a look for its true-to-life characters , its [[troublesome]] acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",0.0005181431770324707,0.9920588731765747,1,0,1,37,"Successful"
"this gorgeous [[epic]] is guaranteed to [[lift]] the [[spirits]] of the whole [[family]] .","this gorgeous [[historian]] is guaranteed to [[deletion]] the [[beverages]] of the whole [[spousal]] .",0.0006182193756103516,0.9930130243301392,1,0,1,111,"Successful"
"the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be [[emphasized]] enough .","the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be [[insisted]] enough .",0.003731667995452881,0.553255558013916,1,0,1,53,"Successful"
"williams creates a [[stunning]] , taxi driver-esque portrayal of a man teetering on the edge of sanity .","williams creates a [[unbelievable]] , taxi driver-esque portrayal of a man teetering on the edge of sanity .",0.0002599358558654785,0.6840918660163879,1,0,1,59,"Successful"
"if you're in the right b-movie frame of mind , it may just scare the pants off you .","if you're in the right b-movie frame of mind , it may just scare the pants off you .",0.9772930145263672,0.9772930145263672,0,0,1,1,"Skipped"
"a [[movie]] of [[riveting]] [[power]] and [[sadness]] .","a [[flick]] of [[baffling]] [[jurisdiction]] and [[pains]] .",0.0009444355964660645,0.9566406607627869,1,0,1,160,"Successful"
"both a [[detective]] [[story]] and a romance spiced with the intrigue of academic skullduggery and [[politics]] .","both a [[nypd]] [[novels]] and a romance spiced with the intrigue of academic skullduggery and [[strategies]] .",0.020403146743774414,0.5169966220855713,1,0,1,66,"Successful"
"[[quietly]] engaging .","[[inconspicuously]] engaging .",0.0009589791297912598,0.9995647668838501,1,0,1,49,"Successful"
"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .","ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .",0.7861915230751038,0.7861915230751038,0,0,1,1,"Skipped"
"director roger kumble offers just enough [[sweet]] and traditional romantic comedy to [[counter]] the crudity . and there's the inimitable diaz , holding it all together .","director roger kumble offers just enough [[gentil]] and traditional romantic comedy to [[cope]] the crudity . and there's the inimitable diaz , holding it all together .",0.001880943775177002,0.942717969417572,1,0,1,93,"Successful"
"spielberg's picture is smarter and [[subtler]] than [total recall and blade runner] , although its plot may prove too [[convoluted]] for fun-seeking summer audiences .","spielberg's picture is smarter and [[trickier]] than [total recall and blade runner] , although its plot may prove too [[challenging]] for fun-seeking summer audiences .",0.00025337934494018555,0.9489722847938538,1,0,1,66,"Successful"
"it's got all the familiar bruckheimer elements , and schumacher [[does]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting [[styles]] and onscreen personas .","it's got all the familiar bruckheimer elements , and schumacher [[wants]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting [[layout]] and onscreen personas .",0.0009032487869262695,0.5575985908508301,1,0,1,80,"Successful"
"a grittily beautiful [[film]] that [[looks]] , [[sounds]] , and [[feels]] more like an [[extended]] , open-ended [[poem]] than a [[traditionally]] [[structured]] story .","a grittily beautiful [[cinematographer]] that [[appears]] , [[appears]] , and [[stinks]] more like an [[widened]] , open-ended [[poetry]] than a [[ordinarily]] [[institutionalized]] story .",0.0002498030662536621,0.7551988363265991,1,0,1,212,"Successful"
"dense , [[exhilarating]] [[documentary]] .","dense , [[sexier]] [[documents]] .",0.00040417909622192383,0.995620608329773,1,0,1,73,"Successful"
"the production values are of the highest and the [[performances]] attractive without being memorable .","the production values are of the highest and the [[reproductions]] attractive without being memorable .",0.37524622678756714,0.9951297640800476,1,0,1,18,"Successful"
"a well-rounded [[tribute]] to a man whose achievements -- and [[complexities]] -- [[reached]] [[far]] beyond the [[end]] [[zone]] .","a well-rounded [[appreciative]] to a man whose achievements -- and [[sophistication]] -- [[got]] [[severely]] beyond the [[termination]] [[field]] .",0.00029921531677246094,0.974478542804718,1,0,1,230,"Successful"
"[[finely]] [[crafted]] , [[finely]] [[written]] , [[exquisitely]] [[performed]]","[[prettily]] [[produced]] , [[admirably]] [[drafted]] , [[shockingly]] [[waged]]",0.0007826089859008789,0.992352306842804,1,0,1,236,"Successful"
"ramsay and morton [[fill]] this character [[study]] with [[poetic]] force and buoyant [[feeling]] .","ramsay and morton [[refilling]] this character [[scrutinized]] with [[rhyme]] force and buoyant [[printout]] .",0.0003279447555541992,0.8966900706291199,1,0,1,139,"Successful"
"this submarine [[drama]] [[earns]] the right to be favorably compared to das boot .","this submarine [[tragedy]] [[getting]] the right to be favorably compared to das boot .",0.0007991194725036621,0.9951661825180054,1,0,1,82,"Successful"
"claude chabrol's camera has a [[way]] of gently swaying back and forth as it cradles its [[characters]] , veiling tension beneath otherwise [[tender]] movements .","claude chabrol's camera has a [[pleas]] of gently swaying back and forth as it cradles its [[digits]] , veiling tension beneath otherwise [[auctioning]] movements .",0.00045484304428100586,0.9722261428833008,1,0,1,126,"Successful"
"there's a great deal of corny dialogue and preposterous moments . and yet , it still [[works]] .","there's a great deal of corny dialogue and preposterous moments . and yet , it still [[functioned]] .",0.004509389400482178,0.9752373695373535,1,0,1,50,"Successful"
"the [[film]] was [[immensely]] enjoyable thanks to great performances by both steve buscemi and [[rosario]] [[dawson]] . . .","the [[cameraman]] was [[drastically]] enjoyable thanks to great performances by both steve buscemi and [[burgos]] [[holt]] . . .",0.0013046860694885254,0.9485106468200684,1,0,1,197,"Successful"
"like many western action films , this thriller is too loud and thoroughly overbearing , but its [[heartfelt]] concern about north korea's recent past and south korea's future adds a much needed moral weight .","like many western action films , this thriller is too loud and thoroughly overbearing , but its [[staunch]] concern about north korea's recent past and south korea's future adds a much needed moral weight .",0.0006897449493408203,0.9613588452339172,1,0,1,34,"Successful"
"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the [[immense]] imax screen .","special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the [[gargantuan]] imax screen .",0.006033957004547119,0.9982438087463379,1,0,1,31,"Successful"
"a [[joyous]] [[occasion]]","a [[feliz]] [[possibility]]",0.004087269306182861,0.4064752459526062,1,1,1,63,"Failed"
"mike white's [[deft]] combination of [[serious]] [[subject]] [[matter]] and dark , funny [[humor]] [[make]] "" "" the [[good]] [[girl]] "" a film [[worth]] watching .","mike white's [[smarts]] combination of [[tremendous]] [[subordinated]] [[asia]] and dark , funny [[travesty]] [[offer]] "" "" the [[bestest]] [[nana]] "" a film [[chastisement]] watching .",0.00022965669631958008,0.9838895797729492,1,0,1,269,"Successful"
"this is a [[shrewd]] and [[effective]] [[film]] from a director who [[understands]] how to [[create]] and [[sustain]] a [[mood]] .","this is a [[cunning]] and [[reasonable]] [[cameraman]] from a director who [[involves]] how to [[generate]] and [[backed]] a [[vibe]] .",0.00023871660232543945,0.5632888078689575,1,0,1,242,"Successful"
"meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia .","meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia .",0.9973331093788147,0.9973331093788147,0,0,1,1,"Skipped"
"assayas' ambitious , sometimes [[beautiful]] [[adaptation]] of [[jacques]] chardonne's novel .","assayas' ambitious , sometimes [[peachy]] [[readjusted]] of [[jacque]] chardonne's novel .",0.004746198654174805,0.973662257194519,1,0,1,111,"Successful"
"as ex-marine walter , who may or may not [[have]] shot kennedy , actor raymond [[j]] . barry is perfectly creepy and [[believable]] .","as ex-marine walter , who may or may not [[ont]] shot kennedy , actor raymond [[jie]] . barry is perfectly creepy and [[reputable]] .",0.0020622611045837402,0.774213969707489,1,0,1,67,"Successful"
"those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his [[reserved]] but existential poignancy .","those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his [[bookings]] but existential poignancy .",0.0007390379905700684,0.6076777577400208,1,0,1,40,"Successful"
"pete's screenplay manages to find that [[real]] natural , even-flowing tone that few [[movies]] are able to accomplish .","pete's screenplay manages to find that [[actual]] natural , even-flowing tone that few [[filmmakers]] are able to accomplish .",0.0008934140205383301,0.6359557509422302,1,0,1,46,"Successful"
"like brosnan's [[performance]] , evelyn comes from the [[heart]] .","like brosnan's [[comeback]] , evelyn comes from the [[quid]] .",0.0006145238876342773,0.698448657989502,1,0,1,80,"Successful"
"it uses some of the figures from the real-life story to portray themselves in the film . the result is a [[powerful]] , naturally dramatic piece of low-budget [[filmmaking]] .","it uses some of the figures from the real-life story to portray themselves in the film . the result is a [[pompous]] , naturally dramatic piece of low-budget [[filmmaker]] .",0.00039440393447875977,0.5273749232292175,1,0,1,85,"Successful"
"its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy [[viewing]] .","its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy [[consultations]] .",0.01852548122406006,0.7024945020675659,1,0,1,59,"Successful"
"the [[early]] and [[middle]] passages are [[surprising]] in how [[much]] they [[engage]] and even [[touch]] [[us]] . this is not a [[classical]] [[dramatic]] [[animated]] [[feature]] , nor a hip , [[contemporary]] , in-jokey one . it's sort of in-between , and it [[works]] .","the [[timely]] and [[east]] passages are [[baffling]] in how [[considerable]] they [[launches]] and even [[poked]] [[our]] . this is not a [[accustomed]] [[sizable]] [[animate]] [[idiosyncrasies]] , nor a hip , [[underway]] , in-jokey one . it's sort of in-between , and it [[functioning]] .",0.0002079606056213379,0.5020673274993896,1,0,1,352,"Successful"
"this [[quiet]] , introspective and entertaining [[independent]] is [[worth]] seeking .","this [[shush]] , introspective and entertaining [[unrelated]] is [[meritorious]] seeking .",0.0004991292953491211,0.7014989852905273,1,0,1,49,"Successful"
"whether our action-and-popcorn obsessed culture will embrace this [[engaging]] and literate psychodrama isn't much of a mystery , unfortunately .","whether our action-and-popcorn obsessed culture will embrace this [[engage]] and literate psychodrama isn't much of a mystery , unfortunately .",0.02604365348815918,0.5703940987586975,1,0,1,51,"Successful"
"whether or not ram [[dass]] proves as clear and reliable an authority on that as he was about inner [[consciousness]] , [[fierce]] [[grace]] [[reassures]] [[us]] that he will once again be an honest and loving one .","whether or not ram [[zum]] proves as clear and reliable an authority on that as he was about inner [[realisation]] , [[quarrelsome]] [[clemency]] [[assured]] [[we]] that he will once again be an honest and loving one .",0.00020009279251098633,0.6485015153884888,1,0,1,142,"Successful"
"sly , [[sophisticated]] and [[surprising]] .","sly , [[tortuous]] and [[sensational]] .",0.0010495781898498535,0.5070754289627075,1,0,1,49,"Successful"
"[[spare]] but quietly [[effective]] retelling .","[[booking]] but quietly [[usefulness]] retelling .",0.0006366372108459473,0.9797204732894897,1,0,1,59,"Successful"
"demonstrates a vivid [[imagination]] and an impressive [[style]] that result in some [[terrific]] setpieces .","demonstrates a vivid [[eyesight]] and an impressive [[modeling]] that result in some [[ravishing]] setpieces .",0.0010898113250732422,0.9307091236114502,1,0,1,98,"Successful"
"by its modest , straight-ahead standards , undisputed scores a [[direct]] [[hit]] .","by its modest , straight-ahead standards , undisputed scores a [[outspoken]] [[bombed]] .",0.004439711570739746,0.7858288884162903,1,0,1,58,"Successful"
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find [[compelling]] .","its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find [[convincing]] .",0.00766754150390625,0.9928008317947388,1,0,1,31,"Successful"
"for those who [[like]] [[quirky]] , [[slightly]] [[strange]] [[french]] [[films]] , this is a must !","for those who [[enjoyed]] [[screwball]] , [[superficially]] [[freaky]] [[frenchman]] [[movie]] , this is a must !",0.0005723834037780762,0.002468883991241455,1,1,1,183,"Failed"
"there are so few films about the plight of american indians in modern america that skins comes as a [[welcome]] , if [[downbeat]] , missive from a forgotten front .","there are so few films about the plight of american indians in modern america that skins comes as a [[hailed]] , if [[dismal]] , missive from a forgotten front .",0.000264585018157959,0.9605814218521118,1,0,1,74,"Successful"
"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and [[refusing]] to [[compromise]] his vision .","[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and [[wastes]] to [[compromises]] his vision .",0.00030875205993652344,0.973483145236969,1,0,1,112,"Successful"
"a [[whale]] of a good time for both [[children]] and [[parents]] seeking christian-themed fun .","a [[whaling]] of a good time for both [[immature]] and [[affinity]] seeking christian-themed fun .",0.00043767690658569336,0.7956165075302124,1,0,1,92,"Successful"
"what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .","what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .",0.9863597750663757,0.9863597750663757,0,0,1,1,"Skipped"
"[[much]] [[smarter]] and more attentive than it first [[sets]] out to [[be]] .","[[sizable]] [[cancerous]] and more attentive than it first [[prescribes]] out to [[was]] .",0.0039463043212890625,0.8674788475036621,1,0,1,76,"Successful"
"the [[story]] is [[smart]] and entirely [[charming]] in [[intent]] and execution .","the [[historian]] is [[canny]] and entirely [[cutie]] in [[intending]] and execution .",0.0003000497817993164,0.9986986517906189,1,0,1,147,"Successful"
"a [[movie]] of [[technical]] [[skill]] and [[rare]] [[depth]] of [[intellect]] and feeling .","a [[photographer]] of [[technician]] [[proficient]] and [[scant]] [[meticulous]] of [[bother]] and feeling .",0.00020128488540649414,0.9983590245246887,1,0,1,170,"Successful"
"represents a [[worthy]] [[departure]] from the culture clash comedies that have marked an emerging indian american cinema .","represents a [[befitting]] [[abandoning]] from the culture clash comedies that have marked an emerging indian american cinema .",0.0002409815788269043,0.6157890558242798,1,0,1,94,"Successful"
"doesn't do more than expand a tv show to movie length . however , it's [[pleasant]] enough and its ecological , pro-wildlife sentiments are certainly [[welcome]] .","doesn't do more than expand a tv show to movie length . however , it's [[tasty]] enough and its ecological , pro-wildlife sentiments are certainly [[appreciative]] .",0.0005602240562438965,0.8960472345352173,1,0,1,49,"Successful"
"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .","if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .",0.7302989363670349,0.7302989363670349,0,0,1,1,"Skipped"
"a pointed , often [[tender]] , [[examination]] of the pros and [[cons]] of [[unconditional]] [[love]] and familial duties .","a pointed , often [[submissions]] , [[inspects]] of the pros and [[motherfuckers]] of [[slavish]] [[oi]] and familial duties .",0.0002200007438659668,0.9675492644309998,1,0,1,169,"Successful"
"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .","as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0.998472273349762,0.998472273349762,0,0,1,1,"Skipped"
"a comedy-drama of [[nearly]] epic proportions rooted in a [[sincere]] performance by the title character undergoing midlife [[crisis]] .","a comedy-drama of [[hardly]] epic proportions rooted in a [[enthusiastic]] performance by the title character undergoing midlife [[flop]] .",0.00021630525588989258,0.9985285997390747,1,0,1,105,"Successful"
"it's about issues most adults have to face in marriage and i think that's what i [[liked]] about it -- the real issues tucked between the silly and crude storyline .","it's about issues most adults have to face in marriage and i think that's what i [[preferred]] about it -- the real issues tucked between the silly and crude storyline .",0.004864752292633057,0.5040140748023987,1,0,1,52,"Successful"
"elegantly produced and expressively [[performed]] , the six musical numbers [[crystallize]] [[key]] plot [[moments]] into minutely detailed wonders of [[dreamlike]] ecstasy .","elegantly produced and expressively [[waged]] , the six musical numbers [[evaporates]] [[principal]] plot [[hours]] into minutely detailed wonders of [[hallucinatory]] ecstasy .",0.00041729211807250977,0.6777675151824951,1,0,1,159,"Successful"
"enriched by a [[strong]] and unforced supporting cast .","enriched by a [[steep]] and unforced supporting cast .",0.0015290379524230957,0.9978696703910828,1,0,1,32,"Successful"
"writer/ director m . night shyamalan's ability to pull together easily accessible stories that resonate with profundity is [[undeniable]] .","writer/ director m . night shyamalan's ability to pull together easily accessible stories that resonate with profundity is [[unassailable]] .",0.00027245283126831055,0.9945660829544067,1,0,1,40,"Successful"
"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected [[gravity]] to blade ii .","if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected [[profundity]] to blade ii .",0.00251162052154541,0.523400068283081,1,0,1,38,"Successful"
"not a strike against yang's similarly themed yi yi , but i [[found]] what time ? to be more engaging on an emotional level , funnier , and on the whole less detached .","not a strike against yang's similarly themed yi yi , but i [[discover]] what time ? to be more engaging on an emotional level , funnier , and on the whole less detached .",0.019765913486480713,0.5835874676704407,1,0,1,66,"Successful"
"a breathtaking [[adventure]] for all [[ages]] , [[spirit]] [[tells]] its [[poignant]] and uplifting story in a stunning fusion of music and images .","a breathtaking [[misadventures]] for all [[seniority]] , [[encyclopaedia]] [[stated]] its [[horrifying]] and uplifting story in a stunning fusion of music and images .",0.00022727251052856445,0.5270109176635742,1,0,1,150,"Successful"
"a charming and [[funny]] [[story]] of [[clashing]] cultures and a [[clashing]] mother/[[daughter]] [[relationship]] .","a charming and [[giggle]] [[floors]] of [[clanging]] cultures and a [[contradicting]] mother/[[chick]] [[relating]] .",0.0001774430274963379,0.9813798069953918,1,0,1,235,"Successful"
"never [[lets]] [[go]] your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at [[times]] [[uncommonly]] moving .","never [[afford]] [[expend]] your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at [[calendars]] [[abnormally]] moving .",0.00020259618759155273,0.743515133857727,1,0,1,162,"Successful"
""" . . . something appears to have been [[lost]] in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,""" . . . something appears to have been [[loosing]] in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,0.2626456022262573,0.7646760940551758,1,0,1,52,"Successful"
"[washington's] strong [[hand]] , keen [[eye]] , [[sweet]] spirit and good taste are reflected in almost [[every]] [[scene]] .","[washington's] strong [[lado]] , keen [[noses]] , [[delectable]] spirit and good taste are reflected in almost [[any]] [[scenes]] .",0.000582575798034668,0.7001377940177917,1,0,1,104,"Successful"
"shiner can certainly go the distance , but isn't world championship material","shiner can certainly go the distance , but isn't world championship material",0.9953740835189819,0.9953740835189819,0,0,1,1,"Skipped"
